years,regions,Buses,Trains,HST,Cars,Planes,Bikes,Trucks,Cargo Trains,Ships,Inland ships,Cargo Planes
1971,1,13539.771012366604,65.67308351896715,0.0,15594459.8734666,65.31398742412638,2119839.5833333335,274418.53822454135,867.1444663887943,204.13857227451422,1520.0930708347,5.871811350260402
1971,2,168098.72751819977,636.9360131995567,0.0,130989414.54113597,633.453360147846,20559450.0,8362323.555465689,11253.700982624467,7715.134141123562,23674.95008643161,198.0535929984977
1971,3,59814.496313949974,76.32954122875742,0.0,2589287.098798075,10.744843940348494,13893008.333333334,258690.42155932897,184.86968016199708,225.91899576892288,720.4477231321491,1.7367377859463657
1971,4,49232.071616427995,62.82526834164323,0.0,739351.277820633,3.278278826459487,11435050.0,1138112.2043278327,240.94088624473258,145.9272543244438,2399.0434629768283,5.1168425791557
1971,5,108818.29838487739,138.86352394946908,0.0,3952992.289401531,17.692659323197812,25275037.5,997467.7750628177,211.16614233402055,283.2344346041534,2108.4245047899244,8.75913990658887
1971,6,111020.75986777511,141.67406193249306,0.0,4593679.4006916825,19.943337229774702,25786595.833333332,1542177.3362472933,326.4822777936925,464.95584197827753,3270.5924569676176,21.41899868457436
1971,7,52259.91477084333,69.26077428252684,0.0,1085578.6548067534,13.238034741672461,20776408.333333332,187375.96437963954,183.68676211905685,362.7872675306767,6.931520806269408,1.6877203675998675
1971,8,66409.7599800607,108.2702118211128,0.0,1937624.9655341876,9.684149718571966,41110345.833333336,64763.1686741506,65.59708473000644,263.58926758163034,121.14313808421552,4.769093219408407
1971,9,39782.729768311205,64.85919510143368,0.0,731755.4087304423,3.842342933522678,24627125.0,21214.78301889309,21.487954414633275,52.86582444175748,40.939522209857,3.1705237684832523
1971,10,10836.789758222778,17.66760115387809,0.0,400250.236435251,1.735646726963077,6708412.5,521980.612977906,528.7018467985125,342.0470072874876,950.6074802267083,5.420519902700006
1971,11,623698.9503728577,3618.3176341888734,574.6366530131534,70592094.77621303,258.25713313645105,72585250.0,3198241.170417192,1924.1356658377097,9904.182671483104,36722.92441052239,183.45022085826656
1971,12,361250.8111502932,2477.704085869326,0.0,3381803.751084768,19.00441480187115,25281795.833333332,352992.74159291113,2330.4177443432427,118.18613228867443,1794.951757979505,0.8646828454568246
1971,13,41889.0039611516,365.27787305174763,58.01095106338557,2426342.8988542845,9.842723642245893,7327658.333333333,141255.7154466256,46.98923190734758,161.6795121003187,6237.495410564327,1.7249128208272917
1971,14,113784.54756718845,1286.983850761249,0.0,407061.55170967604,60.25636854418124,13474691.666666666,116329.03994625836,2650.8253180155343,100.89858717914801,96.71070029669114,0.43041267693496893
1971,15,64566.40394514195,730.2918271782337,0.0,216994.5618584824,34.19214286926181,7646137.5,224770.02835969202,2180.177130856928,28.06260579118714,2781.087302653822,1.1417863380692455
1971,16,271420.7778474135,3069.96017748638,0.0,1438856.568968842,205.13071537405852,32142420.833333332,704921.7797048475,13541.683371595933,269.1786310297313,1970.69193268918,8.317297365188272
1971,17,48250.46739048049,63.94701403355489,0.0,1377842.083614187,14.929932579148069,19182416.666666668,2571553.722944197,203.48870834674798,2101.408135974098,58.56903430772686,64.27662639979856
1971,18,194339.9427906424,1158.2981020221748,0.0,1877367.2476296956,13.499589064490475,162279833.33333334,514019.73835893476,917.8384541165722,19.1844671375779,1750.8795848037396,2.0668759431942547
1971,19,49894.57053486009,89.45273829423891,0.0,393249.9865032604,3.7813014602844714,12914587.5,62155.917587316406,21.35287968221523,77.91339114596978,909.7122285361635,6.82820118762527
1971,20,119523.83846763114,1040.6897273800541,0.0,2044.843833409749,9.491704611495514,257856583.33333334,237461.43609111712,1513.136073270397,125.47715606686047,15417.38597386427,11.459493118181644
1971,21,174210.76906164797,319.27276075081505,0.0,669703.2685473121,8.553687859919817,46094458.333333336,413738.9659539819,28.77643807713597,716.4128111438187,4903.535175325594,15.004551265267315
1971,22,126128.34943337037,226.12743204358452,0.0,676571.4467077289,4.477385950096289,32646762.5,176580.95074378027,12.102964869665968,206.70126253186012,2040.8497946468826,0.19763324330921148
1971,23,260499.2205081732,4470.958087075193,741.3428497827541,20728978.449442852,150.8239179853485,15972279.166666666,828932.9123234508,504.52440826701945,1046.3474945495614,37513.318962089725,37.65521194542923
1971,24,42891.50017867132,736.1485888821896,122.0629403793088,1932787.876198665,24.83333375721208,2629854.1666666665,220251.24368108093,292.9152284465024,260.37687372048384,13764.676307926524,16.14179433546756
1971,25,80799.35837095884,333.33664285018,0.0,256608.6866284118,2.630157399207914,46701125.0,249667.17957451963,15.330337855903217,415.5395877434987,390.12836898848616,3.1738053638514097
1971,26,22071.828237224887,35.98449701962964,0.0,434495.14794649085,2.1683391488928403,13663358.333333332,124611.70527253032,100.50579793980462,134.7363089630845,301.9359797348353,0.2643195317061098
1972,1,13818.245213229979,67.02378158632965,0.0,16311548.811809326,73.94663859161263,2001975.4166666667,291898.3727610719,918.662487933467,231.85610736015377,1645.7628991224847,6.967537680199763
